CandidateName,OfficeName,ElectionYear,ElectionYearStr,Party,District,Jurisdiction,FinanceType,Status,Incumbent,IDNumber,TreasurerName,CandidateAddress,RegistrationDate,LastFilingDate,PublicPhoneNumber,PoliticalPartyCommitteeName,CandidateStatus,JurisdictionType,OfficerHolderStatus,ElectionName,NumberofCandidates,OfficeId,ElectionId,DistrictId,ElectionCycleId,OfficeType,JurisdictionId,RegistrationId,FinanceStatus,RowNumber,TotalRows,UnregisteredCandidate,StateID,TotalContributions,TotalExpenditures,MemberID,TerminationDate,CandidateEmail,CommitteeEmail,IsCompliant,CompliantStatus,IsLegacy
"Clahchischilliage, Sharon E",Public Education Commissioner,2022,,REPUBLICAN,DISTRICT 5,San Juan,Candidate,,,0nzu1mPSTskdNpcEf-6aJACqVy8Elhffgng_L-1Fpe41,,,,,,,,EDUCATION COMMISSION,,2022 General Election,,16,119.0,178,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Ingham, Stewart A",Public Education Commissioner,2022,,REPUBLICAN,DISTRICT 6,Bernalillo,Candidate,,,L4GXkewnKZ2ka-nOBv_hQwCqVy8Elhffgng_L-1Fpe41,,,,,,,,EDUCATION COMMISSION,,2022 General Election,,16,119.0,181,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Gipson, Patricia E",Public Education Commissioner,2022,,DEMOCRATIC,DISTRICT 7,Dona Ana,Candidate,,,G6dlhQ3Eaqo1tOg4Uy2GqACqVy8Elhffgng_L-1Fpe41,,,,,,,,EDUCATION COMMISSION,,2022 General Election,,16,119.0,191,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Kiesling, Clayton F",County Commissioner,2018,,REPUBLICAN,,Union,Candidate,,,eKiGVy2O8JnLegd-PcJQtQCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,1280,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Hand, Melanee Maree Shurter",County Commissioner,2022,,DEMOCRATIC,DISTRICT 2,Los Alamos,Candidate,,,gJ5jIhJCHtRZXwydyfoE5ACqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,1323,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Greene, Justin S",County Commissioner,2022,,DEMOCRATIC,DISTRICT 1,Santa Fe,Candidate,,,FV-2SCDaYshrGDOJe9iWkwCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,215,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Romero, Jon Paul ",County Commissioner,2022,,DEMOCRATIC,DISTRICT 1,Santa Fe,Candidate,,,YutjWRX1qk1G_ImT4dIh7wCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,215,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Romero, Orlando",County Commissioner,2021,,DEMOCRATIC,DISTRICT 1,Santa Fe,Candidate,,,VIa718PH-IenEL7vcuQB-ACqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,215,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Bustamante, Camilla",County Commissioner,2022,,DEMOCRATIC,DISTRICT 3,Santa Fe,Candidate,,,Mh8tj57VSgHk-6sx1EZOOQCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,217,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Garcia, Rudy Nelson",County Commissioner,2022,,DEMOCRATIC,DISTRICT 3,Santa Fe,Candidate,,,Jcims70e-CtOauv5TPFXogCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,217,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Rivera, Chris",County Commissioner,2022,,DEMOCRATIC,DISTRICT 3,Santa Fe,Candidate,,,MR42Tph3_u1C6RX4-SUkPQCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,217,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Chiulli, Stephen",County Commissioner,2023,,DEMOCRATIC,DISTRICT 4,Santa Fe,Candidate,,,JWd1cU7c-28UhCDEjCPLMACqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2024 General Election,,30,120.0,218,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Hughes, Hank",County Commissioner,2023,,DEMOCRATIC,DISTRICT 5,Santa Fe,Candidate,,,8VGl3nPJAhlHhm3d0_avRgCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2024 General Election,,30,120.0,219,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Baca, Barbara",County Commissioner,2022,,DEMOCRATIC,DISTRICT 1,Bernalillo,Candidate,,,7i_9z-FsM_2uBuWmF1IQfQCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,220,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Chavez, Michaela",County Commissioner,2022,,REPUBLICAN,DISTRICT 1,Bernalillo,Candidate,,,HZ4xlAI4lojS_tnrFW8YCwCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,220,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Muffoletto, Erin",County Commissioner,2022,,DEMOCRATIC,DISTRICT 1,Bernalillo,Candidate,,,GbdGKuw_BFbSpo45SfgBlACqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,220,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Eustice, Michael Fred, Jr.",County Commissioner,2022,,REPUBLICAN,DISTRICT 5,Bernalillo,Candidate,,,5nnCzyJzNkJgtMPiACmiyQCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,224,,,,0,,,5,0,,0.0,0.0,0,,,,False,,False
"OLIVAS, ERIC C",County Commissioner,2022,,DEMOCRATIC,DISTRICT 5,Bernalillo,Candidate,,,OUs-384F9x2mGC7AVrXUzgCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,224,,,,0,,,5,0,,0.0,0.0,0,,,,False,,False
"Pyskoty, Charlene E",County Commissioner,2020,,DEMOCRATIC,DISTRICT 5,Bernalillo,Candidate,,,Nw1vq6FWP2OYKh8zCV6wWwCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,224,,,,0,,,5,0,,0.0,0.0,0,,,,False,,False
"Yevoli, Wayne",County Commissioner,2022,,REPUBLICAN,DISTRICT 5,Bernalillo,Candidate,,,-HegZr1nZesmsfazCSVVdgCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,224,,,,0,,,5,0,,0.0,0.0,0,,,,False,,False
"Young, Judy ",County Commissioner,2022,,REPUBLICAN,DISTRICT 5,Bernalillo,Candidate,,,pfbAItiYrs0oYmaNT6SL1QCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,224,,,,0,,,5,0,,0.0,0.0,0,,,,False,,False
"Carlson, Ernest B",County Commissioner,2020,,REPUBLICAN,DISTRICT 1,Eddy,Candidate,,,4OW3P7PM4D4V6HLpELgcRwCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,225,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Dana, Dara ",County Commissioner,2018,,REPUBLICAN,DISTRICT 1,Chaves,Candidate,,,qNbayia5yNolVWPVYN3fQgCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,230,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Perry, Michael Jack",County Commissioner,2022,,REPUBLICAN,DISTRICT 5,Chaves,Candidate,,,aGXvvCbhZlHjMqxeXfHFXwCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,234,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Rael, Matthew Brian, Sr.",County Commissioner,2022,,REPUBLICAN,DISTRICT 5,Chaves,Candidate,,,bmyAf6KpOyy4eirzTY-lOwCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,234,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Madrid, Fidel Magin",County Commissioner,2022,,DEMOCRATIC,DISTRICT 1,Curry,Candidate,,,sNptlNGdDk4PI2hDOJlnGACqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,235,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"BENDER, BRADLEY DEAN",County Commissioner,2022,,REPUBLICAN,DISTRICT 2,Curry,Candidate,,,BYBVmh2H8YlguXhNTOfW4QCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,236,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Martin, Thomas W, III",County Commissioner,2022,,NO PARTY/INDEPENDENT/DECLINED TO SELECT,DISTRICT 2,Curry,Candidate,,,u6cSzsi8p0ubN-0oR6DYUQCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,236,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Kia, Norman L",County Commissioner,2022,,REPUBLICAN,DISTRICT 3,Curry,Candidate,,,8Lh77gbC_jF9Bvestcup6ACqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,237,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Leatherwood, Dusty",County Commissioner,2022,,REPUBLICAN,DISTRICT 3,Curry,Candidate,,,Rt22SrNyHpdNrajn63ODcgCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,237,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Pellegrino, Lisa R",County Commissioner,2022,,REPUBLICAN,DISTRICT 3,Curry,Candidate,,,Rn2QvcYIsEeO5iFrBJz23QCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,237,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Biswell, Glenn A",County Commissioner,2021,,REPUBLICAN,DISTRICT 2,Lea,Candidate,,,HD0c8canVcdX_7bbVu0cmgCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,241,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Schubert, Gary Michael",County Commissioner,2022,,REPUBLICAN,DISTRICT 2,Lea,Candidate,,,Yh5wcQlDKvvQdY842RHpqQCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,241,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Eidson, Gary G",County Commissioner,2022,,REPUBLICAN,DISTRICT 3,Lea,Candidate,,,YPB5SxSeMM03JcZ6tbjSpwCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,242,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Ellins, Lynn ",County Commissioner,2022,,DEMOCRATIC,COUNTY COMMISSION DISTRICT 1,Dona Ana,Candidate,,,1jCO9xZVljqStL6ihZjssQCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,245,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Ortiz, Emma Johnson",County Commissioner,2022,,DEMOCRATIC,COUNTY COMMISSION DISTRICT 1,Dona Ana,Candidate,,,LfKfhecetkMa1GM75F-aigCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,245,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Schaljo-Hernandez, Christopher ",County Commissioner,2022,,DEMOCRATIC,COUNTY COMMISSION DISTRICT 1,Dona Ana,Candidate,,,WtBG8zHiWiY2IWESTDHpVwCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,245,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Kimble, Patricia Susan",County Commissioner,2022,,REPUBLICAN,COUNTY COMMISSION DISTRICT 3,Dona Ana,Candidate,,,PVTb23Klk5dRdCXYLtztnwCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,247,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Reynolds, Shannon",County Commissioner,2022,,DEMOCRATIC,COUNTY COMMISSION DISTRICT 3,Dona Ana,Candidate,,,URAYyVIctwMEUgojWmblHACqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,247,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Ponce, Chris Montes",County Commissioner,2022,,DEMOCRATIC,DISTRICT 1,Grant,Candidate,,,4Ajl6DDxPdXPN35qDikiKACqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,250,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Aguilera, Armando D.",County Commissioner,2022,,REPUBLICAN,DISTRICT 2,Grant,Candidate,,,sytpR_I1JyIZYvcjrhbQZgCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,251,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"MEDINA, ELOY HERNANDEZ",County Commissioner,2022,,DEMOCRATIC,DISTRICT 2,Grant,Candidate,,,bPBxVFG8WVh_P2l0sUInfACqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,251,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Salas, Javier C",County Commissioner,2022,,DEMOCRATIC,DISTRICT 2,Grant,Candidate,,,rbPRT_TYbIiEWy3EHYsoyQCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,251,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Stephens, Nancy Lee",County Commissioner,2023,,DEMOCRATIC,DISTRICT 3,Grant,Candidate,,,oO3RaQYqOynZDYpxotr9hACqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2024 General Election,,30,120.0,252,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Berry, Patrick Roger",County Commissioner,2022,,DEMOCRATIC,DISTRICT 1,Colfax,Candidate,,,vwdZ7nLMBkfJ4Xw4hld6XgCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,255,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Trujillo, Si S",County Commissioner,2022,,REPUBLICAN,DISTRICT 1,Colfax,Candidate,,,nlGxAh6WiKid6Jhes61iLgCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,255,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Chatterley, Jared",County Commissioner,2022,,REPUBLICAN,DISTRICT 2,Colfax,Candidate,,,MREammVQU96ykKJgewfYNACqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,256,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Kern, Mary Lou",County Commissioner,2022,,REPUBLICAN,DISTRICT 2,Colfax,Candidate,,,yRVL1vozU6kzeCdBjdOt4wCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,256,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"LeDoux, Bobby",County Commissioner,2022,,DEMOCRATIC,DISTRICT 2,Colfax,Candidate,,,DfiOL7w5BN8VLV0QjrDqWACqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,256,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Fortner, Brian Dale",County Commissioner,2022,,REPUBLICAN,DISTRICT 3,Quay,Candidate,,,LrUqIiUxwCvMyMmypHn8JgCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,260,,,,0,,,6,0,,0.0,0.0,0,,,,False,,False
"Gibson, Franklin D",County Commissioner,2022,,REPUBLICAN,DISTRICT 3,Quay,Candidate,,,mpwm2fqy8h6boeMw4fsZVACqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,260,,,,0,,,6,0,,0.0,0.0,0,,,,False,,False
"knapp, justin george",County Commissioner,2022,,REPUBLICAN,DISTRICT 3,Quay,Candidate,,,L-w8KRe2-occgmv7jk2KSACqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,260,,,,0,,,6,0,,0.0,0.0,0,,,,False,,False
"Murray, Zachary Scot",County Commissioner,2022,,REPUBLICAN,DISTRICT 3,Quay,Candidate,,,Lu13WNx7Cq_8FDVdBY7ibwCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,260,,,,0,,,6,0,,0.0,0.0,0,,,,False,,False
"Terry, Kent",County Commissioner,2022,,REPUBLICAN,DISTRICT 3,Quay,Candidate,,,WVzePUj1-lttnHpW_6MkYwCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,260,,,,0,,,6,0,,0.0,0.0,0,,,,False,,False
"Wallace, Tommy Dee",County Commissioner,2022,,DEMOCRATIC,DISTRICT 3,Quay,Candidate,,,dxz6y2m2P2C7tn-YYTrHsgCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,260,,,,0,,,6,0,,0.0,0.0,0,,,,False,,False
"Cathey, Billy",County Commissioner,2022,,REPUBLICAN,DISTRICT 3,Roosevelt,Candidate,,,si8ps2WB451GBiabk3qDBgCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,263,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Criswell, Roy Lee",County Commissioner,2022,,REPUBLICAN,DISTRICT 3,Roosevelt,Candidate,,,hVSAeuoEIvO1O6BMCce9ygCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,263,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"May, Sawyer",County Commissioner,2022,,REPUBLICAN,DISTRICT 3,Roosevelt,Candidate,,,9rHP4RkEUOBsHPGD-T2v8QCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,263,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Dixon, Tina M",County Commissioner,2018,,REPUBLICAN,DISTRICT 4,Roosevelt,Candidate,,,pFuAn2tKS6YhghhUenO__QCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,264,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Grider, Paul E",County Commissioner,2020,,REPUBLICAN,DISTRICT 5,Roosevelt,Candidate,,,cHwEwuu2tTFtLanlQQ7xBQCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,265,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Wilhoit, Glynn E, Jr.",County Commissioner,2022,,REPUBLICAN,DISTRICT 5,Roosevelt,Candidate,,,g3p4hEVExc9jUANbi_DhcgCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,265,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Garcia, Harold M",County Commissioner,2022,,DEMOCRATIC,COUNTY COMMISSION DIST 1,San Miguel,Candidate,,,b_OsZY2xWMQMLoP8QVoS6QCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,266,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Trujillo, Max O, Jr.",County Commissioner,2022,,DEMOCRATIC,COUNTY COMMISSION DIST 3,San Miguel,Candidate,,,sfK7NApkIRvcFJuFYKKSdwCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,268,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Becenti, Ernest C, III",County Commissioner,2022,,DEMOCRATIC,DISTRICT 1,McKinley,Candidate,,,RJj6VKaiIr7z877HYVo7pQCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,271,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Becenti, Ernest C, Jr.",County Commissioner,2022,,DEMOCRATIC,DISTRICT 1,McKinley,Candidate,,,C-hUYdS9j4g2JxL_Vm0THACqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,271,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Muskett, Vincent",County Commissioner,2022,,DEMOCRATIC,DISTRICT 1,McKinley,Candidate,,,SN05KkU1wJdOY_4F2NeLygCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,271,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Tom, Young J",County Commissioner,2022,,DEMOCRATIC,DISTRICT 1,McKinley,Candidate,,,HInD8XmQQb8615Qyp-IYaACqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,271,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Eddy, Walt",County Commissioner,2023,,DEMOCRATIC,DISTRICT 2,McKinley,Candidate,,,chmEceo8jCnO6yYcJcgFlACqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,272,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Saiz, Gerard",County Commissioner,2022,,REPUBLICAN,DISTRICT 1,Valencia,Candidate,,,Fm_Mj0U9qHhLOEL8Fxch0QCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,274,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Herrera, Pablito H",County Commissioner,2022,,REPUBLICAN,DISTRICT 3,Valencia,Candidate,,,0nwYOetZeLRWv_4q8S54SwCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,276,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Herrera, Pablito Herrera H",County Commissioner,2022,,REPUBLICAN,DISTRICT 3,Valencia,Candidate,,,0nwYOetZeLRWv_4q8S54SwCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,276,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Sparkman, Morris Richard",County Commissioner,2022,,REPUBLICAN,DISTRICT 3,Valencia,Candidate,,,x3J2FpIqx0iBSLZq2FEvyQCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,276,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Sweeney, Sabrina",County Commissioner,2022,,DEMOCRATIC,DISTRICT 3,Valencia,Candidate,,,Buy5lmYMELX2mWrlLQG1YQCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,276,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Bond, Jeanette Louise",County Commissioner,2022,,DEMOCRATIC,DISTRICT 1,Otero,Candidate,,,i9I3AGQs1-_4EAyYUohxgACqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,279,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Matherly, Gerald Ray",County Commissioner,2022,,REPUBLICAN,DISTRICT 1,Otero,Candidate,,,cg97aLFFwql6gRB9vcD4JgCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,279,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Walters, Jeremiah Joseph",County Commissioner,2022,,REPUBLICAN,DISTRICT 1,Otero,Candidate,,,ISNJgqc_jVNPRss33szIJwCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,279,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Barela, Amy A.",County Commissioner,2022,,REPUBLICAN,DISTRICT 2,Otero,Candidate,,,SzaGI2CmMpaciBiVKUZ7lgCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,280,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"DuBois, Stephanie Louise",County Commissioner,2022,,DEMOCRATIC,DISTRICT 2,Otero,Candidate,,,CGdVyW0v8LMnO6l5VVILVACqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,280,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Greenwald, David Henry",County Commissioner,2022,,DEMOCRATIC,DISTRICT 2,Otero,Candidate,,,jgStBkkDo0zOyuO3Ww1-DACqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,280,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Oliver, GB, III",County Commissioner,2022,,REPUBLICAN,DISTRICT 2,Otero,Candidate,,,36J7HUlu6smDnmzold3gGQCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,280,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Todacheene, Glojean B",County Commissioner,2018,,DEMOCRATIC,DISTRICT 1,San Juan,Candidate,,,kSsHwzBjG1mYveyJFRn0pgCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,282,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Wauneka, Stanley, Sr.",County Commissioner,2022,,DEMOCRATIC,DISTRICT 1,San Juan,Candidate,,,3hKhO1ZvrHgOVn_xFqqn8gCqVy8Elhffgng_L-1Fpe41,,,,,,,,COUNTY COMMISSIONER,,2022 General Election,,30,119.0,282,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
