"PoliticalActionCommitteeId","EntityId","Name","Acronym","BusinessPhone","HomePhone","EmailAddress","AddressId","TreasurerId","DateAdded","StatusId","ContactId","DateLastUpdated","BankName","BankPhone","FaxPhone","BankAddressId","InitialBalance","IsInitialbalanceSetByPAC","InitialDebt","IsInitialDebtSetByPac"
309,405,"Committee for Honest and Ethical Judges",,"505-247-9336",,,2143,364,1/1/2010 0:00:00,2,1773,10/21/2008 14:57:18,"COMPASS BANK","505-888-9043",,,,,,
310,406,"Struggling Middle Class and Small Business Owners-NM",,"(505) 429-4965",,"davidfenzi@yahoo.com",2144,395,1/1/2010 0:00:00,2,1804,10/21/2008 16:41:16,"Bank of Las Vegas","505-425-7565",,,,,,
311,407,"Committe for Honest and Ethical Judges",,,,"dwood@nmia.com",2145,396,1/1/2010 0:00:00,2,1805,10/22/2008 14:44:39,"","",,,,,,
312,408,"Visions New Mexico","","(505) 986-9512","","secretary_treasurer@iatselocal480.com",2146,397,1/1/2010 0:00:00,1,1806,,"First National 1870","505-992-2226","",26475,$0.00,0,,
313,409,"New Mexico Education Alliance",,"(505) 977-2207",,"mig.gomez@comcast.net",2147,398,1/1/2010 0:00:00,2,1807,11/13/2008 10:31:44,"","",,,,,,
314,410,"New Mexico Osteopathic PAC","","505-332-2146","","admin@nmoma.org",2152,399,1/1/2010 0:00:00,2,1808,,"Wells Fargo Bank New Mexico, N.A.","505-298-1819","",12421,$0.00,0,,
315,411,"Dan Lewis for New Mexico",,,,,2153,400,1/1/2010 0:00:00,2,1809,2/12/2009 16:48:03,"","",,,,,,
316,412,"Stand for Progress Fund","","(505) 470-7000","","sfejrd@oal.com",2154,401,1/1/2010 0:00:00,2,1810,,"First National Bank of Santa Fe","505-992-2000","",19096,$2928.00,0,,
317,413,"Zanetti for Governor Committee",,"(505) 342-0402",,"RPKIRKP@aol.com",2156,402,1/1/2010 0:00:00,2,1811,3/24/2009 10:45:45,"","",,,,,,
318,414,"New Mexico Gas Company HEAT PAC","","(505) 697-3803","","ryan.shell@nmgco.com",2157,403,1/1/2010 0:00:00,1,1812,,"Wells Fargo Bank","(505) 765-5041","",18406,$0.00,0,,
319,415,"San-Bern Federated Republican Women","","505-720-4883","","juliewright45@gmail.com",2158,404,1/1/2010 0:00:00,1,1813,,"BBVA Compass Bank","505-888-9012","",40710,$0.00,0,,
320,416,"Voices for Family Values",,"(505) 350-6067",,"jcarswain@msn.com",2189,405,1/1/2010 0:00:00,0,1814,5/7/2009 9:05:12,"WELLS FARGO BANK","505-766-6136",,,,,,
321,417,"Sharon Dogruel for Pojoaque School Board","","(505) 455-7612","","dogruel@earthlink.net",2166,406,1/1/2010 0:00:00,2,1815,,"Del Norte Credit Union","505 455-5228","",31489,$669.00,1,,
322,418,"Jobs for Las Cruces Political Action Committee","","(575) 526-6126","","nicole@lchba.com",2171,407,1/1/2010 0:00:00,2,1816,,"First Community Bank","(575) 636-6710","",25845,$0.00,0,,
323,419,"Traditional Values Action Committee","","505-326-1401","","rcheney0202@msn.com",2172,408,1/1/2010 0:00:00,2,1817,,"Citizens Bank","505-599-0100","",31407,$1000.00,0,,
324,420,"Javier Gonzales for Chair","","5052634879","","jmatthewross@gmail.com",2181,409,1/1/2010 0:00:00,1,1818,,"Wells Fargo Bank","(505) 989-3908","",19381,$0.00,0,,
325,421,"Concerned Citizens for Healthcare Solutions",,,,,2176,410,1/1/2010 0:00:00,2,1819,10/2/2009 14:18:29,"","",,,,,,
327,2862,"Golden Rule Democrats",,"505-463-7133","505-463-8033","goldenruledems@gmail.com",15055,2742,4/5/2010 14:01:50,0,5395,,"","",,,,,,
328,2963,"New Mexico Hemp Industries-PAC","","505-554-5476","","santafesavage@hotmail.com",18785,2909,4/8/2010 13:15:32,2,8597,,"None","0000000","",51774,$0.00,0,,
329,2966,"New Mexico Coca-Cola Nonpartisan PAC for Good Government","","404-676-2121","","salbright@coca-cola.com",18847,2912,4/8/2010 13:33:09,2,8652,,"Bank of America","505-282-2726","",20238,$15952.53,0,,
330,2977,"Golden Rule Democrats","","505-856-6502","","michaelpalmerabq@msn.com",19666,2926,4/9/2010 8:42:50,2,9420,,"Union Savings Bank","505-341-5200","",38186,$0.00,0,,
331,2986,"House Republican Leadership Committee","HRLC","505-320-0306","","tom@tomtaylor.net",19933,2936,4/9/2010 11:05:08,2,9652,,"Wells Fargo Bank NA","5053249500","",20363,$0.00,0,,
332,3017,"ICBA/NM PAC","","505-327-2151","","info@icbanm.org",27539,2985,4/12/2010 16:30:46,1,17068,,"FNB New Mexico, A Division of AIM Bank","575-374-8315","",27596,$0.00,0,,
333,3040,"United Steelworkers District 12",,"505-878-9756","","rlaventure@usw.org",31502,3035,4/30/2010 10:17:33,0,20854,,"","",,,,,,
334,3042,"IATSE Local 423 (IATSE423PAC)","","505-250-0994","","423local@gmail.com",39541,3042,5/12/2010 8:53:12,1,28862,,"Bank of Albuquerque, N. A.","505-855-0855","",39693,$0.00,0,,
335,3043,"Committee to Keep Our Judges","","505-670-4948","","mbaker@nm.net",39559,3044,5/12/2010 10:13:27,2,28876,,"Los Alamos National Bank","5059883200","",41801,$0.00,1,,
336,3045,"NEA-New Mexico Advocacy Fund For Public Education","","505-982-1916","","cbowyer@nea.org",43821,3048,5/26/2010 14:05:05,1,33117,,"Bank of Albuquerque","(505) 989-5340","",48868,$0.00,0,,
338,3052,"Citizens for Retaining Effective Officials","REO","505-983-2101","","cjmadley@gmail.com",47579,3055,6/4/2010 13:15:47,2,36849,,"First National Bank","505-992-2301","",68749,$0.00,0,,
339,3054,"Albuquerque Area Fire Fighters, IAFF Local 244 PAC","","505-342-0680","","244treasurer@gmail.com",47744,3057,6/8/2010 14:42:02,1,37009,,"Firefighters First Credit Union","800-231-1626","",60760,$0.00,0,,
341,3065,"Democratic Party of Eddy County","DPECounty","5758851389","5752007431","dentonmccullough@hotmail.com",48118,3070,6/17/2010 11:20:37,1,37345,,"Carlsbad National Bank","575-234-2500","",48461,$0.00,0,,
342,3066,"Rio Arriba Democratic Party",,"(505) 929-0125","","rcmartinez@email.com",49873,3071,6/29/2010 14:31:02,2,39083,,"Community Bank","(505) 367-3000",,49875,,,,
343,3067,"Committee for Lincoln County Economic Development","","575-258-9090","","junderwoodlaw@windstream.net",52468,3072,7/12/2010 14:50:54,2,41670,,"First National Bank of Ruidoso ","575-257-4033","",56353,$0.00,0,,
344,3068,"Home Care and Hospice PAC","","505-228-0127","5052280127","jgnmnpc@gmail.com",52523,3073,7/14/2010 11:31:05,1,41724,,"Bank of America","505-282-2726","",68511,$0.00,0,,
345,3070,"Vote New Mexico","","505-243-9579","","sfinkle@americavotes.org",52654,3076,7/19/2010 11:39:12,2,41848,,"Bank of America","505 282-2450","",62010,$0.00,0,,
346,3071,"Young Democrats of Dona Ana County",,"305-498-8818","","georgi.blumenthal@gmail.com",52688,3077,7/20/2010 11:36:33,0,41881,,"","",,,,,,
347,3073,"No Bail-Out Tax","","575-648-2117","","moore72@windstream.net",52877,3079,7/30/2010 10:10:43,2,42066,,"Pioneer Bank","575-258-6520","",61646,$0.00,0,,
348,3074,"Justice League PAC","","505-440-1996","","eliilyonglee@gmail.com",53085,3080,8/3/2010 10:56:38,2,42273,,"Wells Fargo","5059893908","",55865,$0.00,0,,
349,3080,"NEA Fund for Children and Public Education Non-Federal Unitemized Acct-New Mexic","","202-822-7255","","jtakacs@nea.org",53900,3087,8/25/2010 10:05:23,2,43069,,"Bank of America","2028227255","",55894,$0.00,0,,
350,3081,"Democratic Attorneys General Association-NM","","303-831-0100","","tberry@politicalworks.net",54371,3088,8/30/2010 11:48:46,2,43539,,"Bank of America","505.955.9500","",58119,$0.00,0,,
351,3089,"DLCC New Mexico Committee","","202-449-6740","","dlcc@dlcc.org",61085,3097,9/13/2010 13:17:53,2,50222,,"Bank of America","505-282-1450","",61406,$0.00,0,,
352,3094,"We Are New Mexico",,"505-501-1570","","trudy.valerio.healy@gmail.com",63079,3103,9/29/2010 10:40:40,2,52197,,"Bank of Las Vegas","(505) 425-7565",,68982,,,,
353,3098,"Los Ganaderos Del Norte","","505-438-2045","","jjvlchimex@aol.com",69832,3109,10/19/2010 14:54:28,2,58930,,"Los Alamos National Bank","(505) 662-5171","",76567,$0.00,0,,
354,3099,"Democratic Association of Secretaries of State-NM","","720-570-9200","","tberry@politicalworks.net",69887,3110,10/20/2010 9:19:31,2,58984,,"Bank of America Sante Fe North Branch","505-955-9500","",71013,$0.00,0,,
355,3100,"Save The South Valley",,"505-877-1635","","avcihk@msn.com",69889,3111,10/20/2010 9:32:37,2,58985,,"","",,,,,,
356,3101,"SmallerBetterGovernment.Org Committee",,"505-828-9050","","nmrx3@swcp.com",69893,3112,10/20/2010 10:31:00,2,58988,,"Wells Fargo Bank N.A.","800-877-4833",,78757,,,,
357,3102,"Drug Policy Action Fund for New Mexico",,"212-613-8040","","rchavez@drugpolicy.org",69900,3113,10/20/2010 10:56:08,1,58994,,"First National Bank of Santa Fe","(505) 992-2000",,72853,,,,
358,3103,"Democrats For Doyle",,"505-350-9357","","katherine@briscoeconsulting.com",70240,3114,10/22/2010 8:49:11,2,59333,,"Century Bank","505-995-1200",,74989,,,,
359,3104,"Tax Payers For Honest Government in Sandoval County","","505-314-4661","","jano1933@gmail.com",74841,3115,10/28/2010 13:38:53,2,63931,,"New Mexico Bank & Trust","banker@nmb-t.com ","",74915,$0.00,0,,
360,3105,"Committee to Stop Abuse of Power",,"505-247-0751","","susan444@earthlink.net",74997,3116,10/28/2010 14:26:19,2,64084,,"New Mexico Bank & Trust","505-830-8107",,75006,,,,
361,3106,"Supporters of Curry County Criminal Justice Complex",,"575-693-3497","","bmcdanielb@aol.com",75137,3117,10/28/2010 15:02:47,2,64222,,"Citizens Bank of Clovis","575-769-1911",,75352,,,,
362,3107,"Citizens to Retain Judge Murdoch","","505-243-1676","","sarchibeque@hotmail.com",79168,3118,1/25/2011 9:50:22,2,68248,,"Bank of America","505-282-2450","",79287,$0.00,0,,
363,3108,"Dona Ana Republican Party",,"575-526-1332","575-556-9229","DARP@comcast.net",79221,3119,2/14/2011 15:45:50,0,68299,,"","",,,,,,
364,3109,"Sam Bregman for Democratic State Chair","","5057615700","","sb@bregmanlawfirm.com",79223,3120,2/14/2011 16:08:40,2,68300,,"First Community Bank","505-246-8100","",84977,$0.00,0,,
365,3110,"Time To Govern Committee","","5052522272","","timetogovern@aol.com",79288,3121,3/17/2011 14:33:20,2,68362,,"Rio Grande Credit Union","262-1401","",79321,$0.00,0,,
366,4831,"New Mexicans for Economic Recovery ",,"505-917-0217","","cpc8913@gmail.com",83508,3126,9/13/2011 13:01:43,1,71809,,"Bank of America","505-282-3030",,87931,,,,
367,4834,"Parents for Quality Education","","505.883.5000","","mark@carusolaw.com",83608,3129,9/16/2011 10:58:00,2,71900,,"No account opened yet","505-883-5000","",84152,$0.00,0,,
368,4849,"SUSANA PAC","","505.884.0971","","stephen@mccleskeymedia.com",84498,3138,9/26/2011 15:00:55,2,72760,,"Wells Fargo","505.881.5400","",84501,$0.00,0,,
369,4861,"Independent Source PAC","ISPAC","505.250.0244","","mike@independentsourcepac.org",87934,3145,10/11/2011 10:07:51,2,76172,,"Wells Fargo Bank","1-800-225-5935","",87977,$0.00,0,,
370,4863,"American Property Casualty Insurance Association Political Account I","","(847) 297-7800","","ddc@apci.org",88276,3146,10/11/2011 13:36:48,1,76511,,"Bank of America","505-282-2450","(847) 297-5064",88278,$0.00,0,,
371,4867,"Committee to Elect Benjamin Chavez to District Court",,"505.243.3751","","dlduhigg@gmail.com",88583,3150,10/11/2011 15:30:59,2,76807,,"","",,,,,,
372,4871,"Torrance County Democratic Organization",,"(505) 705-9526","","mercuremargarita@yahoo.com",88966,3154,10/12/2011 13:57:17,1,77180,,"Wells Fargo Bank, NA","(505) 384-2734",,88968,,,,
373,4874,"Republican Party of Mora County","","575-643-5799","575-387-5799","franktrambley@rocketmail.com",89068,3155,10/14/2011 16:34:26,1,77279,,"Southwest capital bank","575-387-5666","",89078,$0.00,0,,
374,4875,"Democratic Party of Rio Arriba County","DPofRAC","505-929-2868","505-929-2868","joannvsalazar@hotmail.com",89340,3156,10/21/2011 16:00:20,1,77510,,"Del Norte Credit Union","505.747.3628","",89342,$0.00,0,,
376,4882,"United Farmington Firefighters","","505.486.2172","","jappleton@firenet.org",89741,3159,11/7/2011 13:02:16,2,77903,,"Four Corners Community Bank","505-327-3222","",92181,$0.00,0,,
377,4883,"Republican Party of San Miguel County",,"505.425.8874","","mil-dot@live.com",89995,3160,11/9/2011 10:47:27,2,78156,,"Community First Bank","505.425.7584",,89998,,,,
378,5096,"Citizens for a Safer Mesilla",,"505.496.2474","","jonig@zianet.com",92072,3183,2/6/2012 15:06:06,2,79953,,"Bank of the Rio Grande","575.525.8975",,92075,,,,
379,5097,"New Mexicans for Democracy PAC","","575.524.2601","","info@newmexicansfordemocracypac.com",92076,3184,2/6/2012 15:23:47,2,79955,,"First Light Federal Credit Union","915-562-1172 ","",92078,$0.00,0,,
380,5098,"Grassroots New Mexico","","505.610.1374","","grassrootsnewmexico@gmail.com",92079,3185,2/6/2012 15:46:55,2,79956,,"US Bank","505.246.8100","",92081,$0.00,0,,
381,5180,"HPP PAC","","575-762-1118","","davis.kdianne@gmail.com",92538,3192,3/6/2012 13:57:23,2,80334,,"James Polk Stone Community Bank","575-742-1000","",104760,$0.00,0,,
382,5391,"New Mexico House Majority Fund","","505.265.0967","","usublett@gmail.com",95774,3438,4/3/2012 10:46:14,2,82834,,"New Mexico Educators Federal Credit Union","505-889-7755","",96241,$0.00,0,,
383,5394,"CVNM Verde Voters Fund","CVNMVVF","505.992.8683","","roberto@cvnm.org",95922,3443,4/3/2012 12:35:57,1,82969,,"New Mexico Bank & Trust","946-2500","",105457,$0.00,0,,
384,5541,"Republican State Leadership Committee - New Mexico PAC","","202.448.5160","","sgoede@rslc.com",99731,3749,4/6/2012 11:20:50,1,85860,,"Bank of America","505-988-4441","202.448.5169",103249,$0.00,0,,
385,5568,"AFT New Mexico Solidarity Fund","","505.266.6638","","lgravning@yahoo.com",106178,3815,4/11/2012 10:43:34,2,92108,,"Bank of Albuquerque","505-222-8485","",106948,$0.00,0,,
386,5569,"Friends of Freedom","","505.263.3773","","colinhunterlaw@gmail.com",106320,3819,4/12/2012 10:19:20,2,92240,,"Bank of Albuquerque","(505) 855-0855","",109484,$0.00,0,,
387,5578,"Forward New Mexico","","505.266.5191","","gailchasey@msn.com",106406,3826,4/16/2012 13:21:23,1,92305,,"Wells Fargo","505-255-4372","",113654,$0.00,0,,
388,5579,"Access Physical Therapy New Mexico",,"505.326.0064","","gmcmanus@therapyone.net",106478,3827,4/17/2012 16:24:46,1,92376,,"Wells Fargo","505-566-7220",,109647,,,,
389,5581,"New Mexico Defense Fund","NMDF","(505) 986-9641","","brian@brianegolf.com",106561,3829,4/19/2012 11:44:16,1,92455,,"New Mexico Bank & Trust","505-830-8100","",116878,$0.00,0,,
390,5582,"True Blue PAC",,"505.988.1668","","pwirth@swbpc.com",106632,3830,4/20/2012 8:13:41,1,92525,,"First National Bank of Santa Fe","505 992 2000",,106635,,,,
391,5585,"Western New Mexico Politics","","505.862.7253","","kennyck3@live.com",107067,3831,4/25/2012 16:02:23,2,92951,,"Pinnacle","5057224411","",115833,$0.00,0,,
392,5587,"McKinley County Politics","","505.869-2924","","jaredmcclain11@gmail.com",107138,3832,4/26/2012 8:56:26,2,93021,,"Pinnacle Bank","5057224411","",116129,$0.00,0,,
393,5589,"Centrist Political Action Committee","","575.749.2953","","charden@theosogroup.com",107730,3834,4/30/2012 11:08:50,2,93609,,"The Bank of Clovis","575-763-6300","",115441,$0.00,0,,
394,5590,"Frontier and Rural New Mexico PAC","","575.389.1248","","charden@theosogroup.com",107735,3835,4/30/2012 11:12:03,2,93613,,"The Bank of Clovis","575-763-6300","",115415,$0.00,0,,
395,5591,"ASD Political Action Committee","","575.749.2953","","charden@theosogroup.com",107811,3836,4/30/2012 13:33:11,2,93688,,"The Bank of Clovis","575-763-6300","",115436,$0.00,0,,
396,5592,"POWER",,"505.843.6161","","kathy@mcginnlaw.com",108064,3837,5/1/2012 15:29:51,2,93930,,"New Mexico Bank & Trust","5058301100",,109510,,,,
397,5593,"NM Clean Jobs PAC","","505.414.9332","","bmorris@swcp.com",108069,3838,5/1/2012 15:39:03,2,93934,,"New Mexico Bank & Trust","505-830-8117","",115022,$0.00,0,,
398,5594,"New Mexicans for Working Families","","505.250.1280","","jortizyp@msn.com",108170,3839,5/2/2012 11:05:17,1,94034,,"US Bank","222-5000","",112489,$0.00,0,,
399,5595,"New Mexico's Promise","","505.831.4148","","lopez4148@msn.com",110422,3840,5/9/2012 15:40:47,1,96282,,"Wells Fargo Bank, N.A.","505-242-9606","",115133,$0.00,0,,
400,5596,"Joe Craig State Representative",,"505.254.9000","","JCraigNMRep15@comcast.net",110659,3841,5/10/2012 12:53:40,0,96518,,"","",,,,,,
401,5597,"Hope for New Mexico","H4NM","15053329441","","hopefornewmexico@gmail.com",110667,3842,5/10/2012 13:03:02,1,96525,,"Wells Fargo","5052945014","",120700,$0.00,0,,
402,5598,"DLCC New Mexico Committee","","202.449.6740","","compliance@dlcc.org",110673,3843,5/10/2012 13:09:12,1,96530,,"Bank of America","505-282-1450","",115726,$0.00,0,,
403,5601,"NMLA Bonds for Library Special Interest Group","","505.573.6950","","bondsforlibraries@gmail.com",117871,3846,5/29/2012 11:19:12,2,103708,,"Wells Fargo Bank, N.A. (585)","1.800.225.5935","",119739,$0.00,0,,
404,5602,"Nurses Political Action Committee - N- PAC",,"505.989.7594","","rjsdjw@aol.com",117880,3847,5/29/2012 11:25:03,2,103716,,"NM Bank and Trust","505-946-2500",,136345,,,,
405,5603,"Reform New Mexico Now","","505.","","annep0923@gmail.com",117914,3848,5/29/2012 11:51:13,2,103749,,"Wells Fargo","505.880.1108","",121365,$0.00,0,,
406,5615,"HOMEGROWN","","575.534.2902","","vibora58@gmail.com",123588,3862,6/27/2012 11:16:25,1,109380,,"First American Bank","575-534-0550","",127243,$0.00,0,,
407,5616,"Enchantment PAC","","505.604.0354","","organize@olenm.org",123590,3863,6/27/2012 11:20:31,1,109381,,"Bank of Albuquerque","505-855-0855","",124692,$0.00,0,,
408,5618,"Leadership PAC for Rick Miera",,"505.843.6641","","rbmiera@comcast.net",126664,3867,7/5/2012 11:42:00,2,112444,,"Bank of the West","(505) 247-9081",,126870,,,,
409,5627,"2012 PAC","","505.242.2279","","antonio@moejustice.com",127868,3875,7/25/2012 9:36:08,2,113622,,"Wells Fargo Bank","505-766-6415	","505-214-5655",128573,$0.00,0,,
410,5628,"Grant Count Federated Republican Women PAC","","575.388.5981","","ccl4381@gmail.com",128005,3876,7/31/2012 9:53:33,1,113758,,"1st New Mexico Bank","5753883121","",131869,$0.00,0,,
411,5629,"Our New Mexico PAC","","505.847.5079","","jacob@jacobcandelaria.com",128007,3877,7/31/2012 10:00:45,2,113759,,"Nusenda Federal Credit Union","505-889-7755","",136636,$0.00,0,,
412,5636,"Patriot Majority New Mexico ","","510-457-8578","","1776@patriotmajority.us",128140,3879,8/3/2012 8:57:29,1,113886,,"Bank of America","5052823030","",135406,$0.00,0,,
413,5638,"New Mexico Construction Industries Committee","","505.998.0163","","laurenkgee22@gmail.com",128324,3881,8/7/2012 14:57:19,1,114066,,"New Mexico Bank and Trust","505-830-8100","",135372,$0.00,0,,
414,5643,"Citizens for Good Government","CFGG","505.670.2662","505.662.0495","hopkins.jc@comcast.net",128933,3884,8/21/2012 15:35:31,2,114666,,"Los Alamos National Bank","505 662-5171","505.662.5777",128935,$0.00,0,,
415,5649,"New Mexicans for Equal Justice","","505.312.8509","","info@balancethescalesnm.org",130639,3890,9/4/2012 14:26:20,2,116355,,"New Mexico Educators Federal Credit Union","505.889.775","",134820,$0.00,0,,
416,5654,"For Country State PAC","","505.761.9000","","contact@allenweh.com",135294,3895,9/10/2012 14:27:16,2,120995,,"Bank of America","505-282-2450","",135363,$0.00,0,,
417,5657,"Viva New Mexico","","505.246.2805","","alpark.nm@gmail.com",136105,3897,9/13/2012 15:12:28,2,121799,,"Bank of America","(505) 282-2450","",142867,$0.00,0,,
418,5662,"We The People","WTP","505-907-2121","505-892-6602","wethepeople@gmail.com",137035,3900,9/27/2012 10:03:22,2,122719,,"US Bank","505-994-8200","",140202,$0.00,0,,
419,5665,"La Mesa Ronda","","505.577.6378","","patrickvarela4santafe@gmail.com",137975,3902,10/1/2012 15:56:57,1,123655,,"LANB","505.662.5171","",143509,$0.00,0,,
420,5666,"Equality Voters of New Mexico ",,"505.224.2766","","jacob.candelaria@gmail.com",139426,3903,10/4/2012 12:01:20,2,125105,,"New Mexico Educators Federal Credit Union","505-889-7755",,142001,,,,
421,5667,"Equality PAC","","505.224.2766","","amber@eqnm.org",143344,3905,10/9/2012 13:29:32,2,129016,,"Wells Fargo Bank","800-225-5935","",143357,$0.00,0,,
422,5672,"Keep NM Blue","","505.830.2076","","kristina@cadiganlaw.com",143630,3906,10/15/2012 15:08:04,2,129296,,"Wells Fargo","(505) 828-0717","",150652,$0.00,0,,
423,5673,"Safer NM PAC","","505.262.2323","","nmsaferpac@gmail.com",143666,3907,10/16/2012 8:55:15,2,129331,,"Wells Fargo","(505) 828-0717","",151314,$0.00,0,,
424,5674,"Citizens Posse of Lincoln County","","575.258.8822","","info@citizensposseoflincolncounty.com",143765,3908,10/16/2012 14:36:16,2,129429,,"City Bank New Mexico","5752582265","",144782,$0.00,0,,
425,5675,"The Committee for Promoting Healthcare in McKinley County",,"505.870.3727","","inaburmeister@yahoo.com",143918,3909,10/17/2012 15:27:30,0,129581,,"","",,,,,,
426,5676,"Planned Parenthood Voters New Mexico","","303.813.7645","","sarah.taylor-nanista@pprm.org",143920,3910,10/17/2012 15:30:31,2,129582,,"Bank Of America","(505) 245-9930","",146697,$0.00,0,,
427,5677,"The Committee for Promoting Healthcare in McKinley County","","505-863-7287","","iburmeister@rmchcs.org",143923,3911,10/17/2012 15:36:22,1,129584,,"Pinnacle Bank","505-722-4411","",150294,$0.00,0,,
428,5678,"A Lot of People Who Love Roswell","LPWLR","575.624.2020","","chcoll@sbcw-law.com",144016,3912,10/18/2012 10:42:16,2,129676,,"Valley Bank of Commerce","575-623-2265","",153114,$0.00,0,,
429,5682,"Vote Your Values","VYV","575.209.0399","","grbevis@wildblue.net",144809,3914,10/24/2012 15:48:09,2,130463,,"Bank of America","575-756-2111","",152165,$0.00,0,,
430,5683,"NAVA Advocacy Fund","","505.246.1819","","laweahkee@gmail.com",144931,3915,10/25/2012 13:31:04,2,130584,,"Bank of Albuquerque","505.222.8512","",144934,$0.00,0,,
431,5684,"Truth Be Told PAC","","505.369.9651","","nrimmer82@gmail.com",144957,3916,10/25/2012 14:00:06,2,130608,,"Wells Fargo","505.255.4372","",144960,$0.00,0,,
432,5685,"Los Alamos Governmental Review Initiative PAC","LAGRI PAC","505.661.6928","","info@lagri.org",150256,3917,11/1/2012 11:31:10,1,135904,,"Del Norte Credit Union","877.818.3628","",150290,$0.00,0,,
433,5686,"National Association of Realtors Fund","","312.329.8239","","kpaschal@realtors.org",150272,3918,11/1/2012 11:42:22,1,135919,,"Wells Fargo Bank N.A.","505.984.0500","",150281,$0.00,0,,
434,5689,"La Verdad New Mexico","","5053128509","","alex@progressnownm.org",151921,3920,11/9/2012 15:53:56,2,137558,,"New Mexico Educators ","5058897755","",153597,$0.00,0,,
435,5704,"Republican Leadership PAC","","505.508.0782","","christinamariereese@gmail.com",154894,3921,1/18/2013 13:23:29,2,140475,,"Bank of Albuquerque","(505) 855-0855","",156361,$0.00,0,,
436,5705,"Reform Sandoval County PAC",,"505-892-3970","","deciertolindo@gmail.com",154896,3922,1/18/2013 13:34:55,1,140476,,"Bank of Albuquerque","505.855.0321",,154900,,,,
437,5706,"New Mexico Forward","","505.857.0050","","daviddoyle@ebnm.com",154898,3923,1/18/2013 13:45:26,1,140477,,"Bank of Albuquerque","505-855-0855","",157207,$0.00,0,,
438,5809,"Democratic Party of New Mexico Independent Expenditure Fund","","505.830.3650","602-295-7598","Darryl@CommonCentsConsulting.net",155103,3924,1/24/2013 14:53:50,2,140613,,"Bank of America","505.282.2531","",155106,$0.00,0,,
439,5850,"Lea County Democratic Party","","575-393-1336","","leacountydems@gmail.com",155185,3925,1/30/2013 14:35:39,1,140668,,"Wells Fargo","575-391-3600","",156459,$0.00,0,,
440,5880,"A Plus Albuquerque",,"505.","","kunzsport@gmail.com",155237,3926,2/5/2013 13:35:27,2,140701,,"Wells Fargo","505.828.0717",,157421,,,,
441,5966,"Lara for NM","","505.628.8248","","lara4nm@gmail.com",155381,3929,2/15/2013 10:08:55,2,140795,,"Carlsbad National Bank","575-234-2500","",157482,$0.00,0,,
442,6054,"Our Community, Our College","","505.662.8838","","ourcommunityourcollege@gmail.com",157845,3935,5/7/2013 14:14:05,2,143190,,"Los Alamos National Bank","505.662.5171","",162447,$0.00,0,,
443,6055,"Democratic Party of Hidalgo County","","5755747713","5755747713","martinezlarry830@gmail.com",157847,3936,5/7/2013 14:23:28,2,143191,,"Western Bank","575.542.3521","",157917,$0.00,0,,
444,6056,"Democratic Party of Hidalgo County",,"575.642.9436","","antonmaxwell@gilanet.com",157849,3937,5/7/2013 14:27:55,0,143192,,"","",,,,,,
445,6057,"Young Democrats of New Mexico",,"(505) 750-7405","(575) 202-8118","info@nmdemocrats.org",157915,3941,5/29/2013 11:21:23,1,143248,,"Nusenda Credit Union","(505) 467-6000",,157961,,,,
446,6063,"Taos County Democratic Party","","575.571-4636","5757514636","george@thebesthouseintaos.com",158129,3943,6/18/2013 13:33:27,1,143454,,"Centinel Bank","575-758-6706","",163781,$0.00,0,,
447,6071,"Move Forward New Mexico","","575.527.1750","","moveforwardnm@gmail.com",158402,3948,7/31/2013 13:19:15,2,143714,,"Citizens Bank","5756474100","",163614,$0.00,0,,
448,6074,"Southern New Mexico Democrats Political Action Committee","SoNMD PAC","575.373.8027","575.373.8027","bill@sonmd.net",158594,3950,8/15/2013 11:00:13,2,143901,,"First Light Federal Credit Union","1-800-351-1670","",163308,$0.00,0,,
449,6077,"Heritage NM PAC",,"505.908.6174","","jc.forgives.you@gmail.com",158734,3952,9/3/2013 14:46:45,1,144037,,"Bank of the West","505-807-3135",,160916,,,,
450,6079,"Dona Ana County Federation of Democratic Women","DCAFDW","575.522.9748","","dacfdw@yahoo.com",158774,3955,9/12/2013 14:35:38,2,144070,,"Bank of the West","575-532-1889","",160559,$0.00,0,,
451,6085,"RGA New Mexico PAC","","202.662.4162","","madams@rga.org",159195,3962,9/23/2013 12:34:07,2,144472,,"Grants State Bank","505-285-6611","",160719,$0.00,0,,
452,6086,"President ProTempore Committee",,"575.649.7853","","marykaypapen@comcast.net",159212,3964,9/24/2013 14:37:58,1,144485,,"Pioneer Bank - Las Cruces - University","575.532.7545",,163323,,,,
453,6090,"Advance New Mexico",,"505.428.0464","","senatorgriego@yahoo.com",159574,3966,10/2/2013 15:28:15,2,144841,,"Not determined","505.",,159678,,,,
454,6096,"Committee For A Better Grant County","","575.538.6238","","moralesj@wnmu.edlu",163321,3976,10/15/2013 15:17:23,2,148553,,"To be determined","000.000.0000","",163324,$0.00,0,,
455,6098,"Democratic Party of Catron County","DPCC","575-533-6130","","ray.messier6@gmail.com",163455,3978,10/22/2013 14:37:33,1,148681,,"First State Bank","5058351550","",195380,$0.00,0,,
456,6103,"New Mexicans for Jobs and Opportunity","","202.772.5600","","compliancejo@gmail.com",163490,3981,10/24/2013 14:31:13,2,148707,,"Bank of America","505 282 3030","",170448,$0.00,0,,
